0 0 0 90
0 1 0 90
0 2 0 90
0 3 0 90
0 4 0 90
0 5 0 90
0 6 0 90
0 7 0 90
0 8 0 90
0 9 0 90
0 10 0 90
0 11 0 90
0 12 0 90
0 13 0 90
0 14 0 90
0 15 0 90
0 16 0 90
0 17 0 90
0 18 0 90
0 19 0 90
0 20 0 90
1 0 0 90
1 1 1 89.82
1 2 2 89.64
1 3 3 89.46
1 4 4 89.28
1 5 5 89.1
1 6 6 88.92
1 7 7 88.74
1 8 8 88.56
1 9 9 88.38
1 10 10 88.2
1 11 11 88.02
1 12 12 87.84
1 13 13 87.66
1 14 14 87.48
1 15 15 87.3
1 16 16 87.12
1 17 17 86.94
1 18 18 86.76
1 19 19 86.58
1 20 20 86.4
2 0 0 90
2 1 2 89.64
2 2 4 89.28
2 3 6 88.92
2 4 8 88.56
2 5 10 88.2
2 6 12 87.84
2 7 14 87.48
2 8 16 87.12
2 9 18 86.76
2 10 20 86.4
2 11 22 86.04
2 12 24 85.68
2 13 26 85.32
2 14 28 84.96
2 15 30 84.6
2 16 32 84.24
2 17 34 83.88
2 18 36 83.52
2 19 38 83.16
2 20 40 82.8
3 0 0 90
3 1 3 89.46
3 2 6 88.92
3 3 9 88.38
3 4 12 87.84
3 5 15 87.3
3 6 18 86.76
3 7 21 86.22
3 8 24 85.68
3 9 27 85.14
3 10 30 84.6
3 11 33 84.06
3 12 36 83.52
3 13 39 82.98
3 14 42 82.44
3 15 45 81.9
3 16 48 81.36
3 17 51 80.82
3 18 54 80.28
3 19 57 79.74
3 20 60 79.2
4 0 0 90
4 1 4 89.28
4 2 8 88.56
4 3 12 87.84
4 4 16 87.12
4 5 20 86.4
4 6 24 85.68
4 7 28 84.96
4 8 32 84.24
4 9 36 83.52
4 10 40 82.8
4 11 44 82.08
4 12 48 81.36
4 13 52 80.64
4 14 56 79.92
4 15 60 79.2
4 16 64 78.48
4 17 68 77.76
4 18 72 77.04
4 19 76 76.32
4 20 80 75.6
5 0 0 90
5 1 5 89.1
5 2 10 88.2
5 3 15 87.3
5 4 20 86.4
5 5 25 85.5
5 6 30 84.6
5 7 35 83.7
5 8 40 82.8
5 9 45 81.9
5 10 50 81
5 11 55 80.1
5 12 60 79.2
5 13 65 78.3
5 14 70 77.4
5 15 75 76.5
5 16 80 75.6
5 17 85 74.7
5 18 90 73.8
5 19 95 72.9
5 20 100 72
6 0 0 90
6 1 6 88.92
6 2 12 87.84
6 3 18 86.76
6 4 24 85.68
6 5 30 84.6
6 6 36 83.52
6 7 42 82.44
6 8 48 81.36
6 9 54 80.28
6 10 60 79.2
6 11 66 78.12
6 12 72 77.04
6 13 78 75.96
6 14 84 74.88
6 15 90 73.8
6 16 96 72.72
6 17 102 71.64
6 18 108 70.56
6 19 114 69.48
6 20 120 68.4
7 0 0 90
7 1 7 88.74
7 2 14 87.48
7 3 21 86.22
7 4 28 84.96
7 5 35 83.7
7 6 42 82.44
7 7 49 81.18
7 8 56 79.92
7 9 63 78.66
7 10 70 77.4
7 11 77 76.14
7 12 84 74.88
7 13 91 73.62
7 14 98 72.36
7 15 105 71.1
7 16 112 69.84
7 17 119 68.58
7 18 126 67.32
7 19 133 66.06
7 20 140 64.8
8 0 0 90
8 1 8 88.56
8 2 16 87.12
8 3 24 85.68
8 4 32 84.24
8 5 40 82.8
8 6 48 81.36
8 7 56 79.92
8 8 64 78.48
8 9 72 77.04
8 10 80 75.6
8 11 88 74.16
8 12 96 72.72
8 13 104 71.28
8 14 112 69.84
8 15 120 68.4
8 16 128 66.96
8 17 136 65.52
8 18 144 64.08
8 19 152 62.64
8 20 160 61.2
9 0 0 90
9 1 9 88.38
9 2 18 86.76
9 3 27 85.14
9 4 36 83.52
9 5 45 81.9
9 6 54 80.28
9 7 63 78.66
9 8 72 77.04
9 9 81 75.42
9 10 90 73.8
9 11 99 72.18
9 12 108 70.56
9 13 117 68.94
9 14 126 67.32
9 15 135 65.7
9 16 144 64.08
9 17 153 62.46
9 18 162 60.84
9 19 171 59.22
9 20 180 57.6
10 0 0 90
10 1 10 88.2
10 2 20 86.4
10 3 30 84.6
10 4 40 82.8
10 5 50 81
10 6 60 79.2
10 7 70 77.4
10 8 80 75.6
10 9 90 73.8
10 10 100 72
10 11 110 70.2
10 12 120 68.4
10 13 130 66.6
10 14 140 64.8
10 15 150 63
10 16 160 61.2
10 17 170 59.4
10 18 180 57.6
10 19 190 55.8
10 20 200 54
11 0 0 90
11 1 11 88.02
11 2 22 86.04
11 3 33 84.06
11 4 44 82.08
11 5 55 80.1
11 6 66 78.12
11 7 77 76.14
11 8 88 74.16
11 9 99 72.18
11 10 110 70.2
11 11 121 68.22
11 12 132 66.24
11 13 143 64.26
11 14 154 62.28
11 15 165 60.3
11 16 176 58.32
11 17 187 56.34
11 18 198 54.36
11 19 209 52.38
11 20 220 50.4
12 0 0 90
12 1 12 87.84
12 2 24 85.68
12 3 36 83.52
12 4 48 81.36
12 5 60 79.2
12 6 72 77.04
12 7 84 74.88
12 8 96 72.72
12 9 108 70.56
12 10 120 68.4
12 11 132 66.24
12 12 144 64.08
12 13 156 61.92
12 14 168 59.76
12 15 180 57.6
12 16 192 55.44
12 17 204 53.28
12 18 216 51.12
12 19 228 48.96
12 20 240 46.8
13 0 0 90
13 1 13 87.66
13 2 26 85.32
13 3 39 82.98
13 4 52 80.64
13 5 65 78.3
13 6 78 75.96
13 7 91 73.62
13 8 104 71.28
13 9 117 68.94
13 10 130 66.6
13 11 143 64.26
13 12 156 61.92
13 13 169 59.58
13 14 182 57.24
13 15 195 54.9
13 16 208 52.56
13 17 221 50.22
13 18 234 47.88
13 19 247 45.54
13 20 260 43.2
14 0 0 90
14 1 14 87.48
14 2 28 84.96
14 3 42 82.44
14 4 56 79.92
14 5 70 77.4
14 6 84 74.88
14 7 98 72.36
14 8 112 69.84
14 9 126 67.32
14 10 140 64.8
14 11 154 62.28
14 12 168 59.76
14 13 182 57.24
14 14 196 54.72
14 15 210 52.2
14 16 224 49.68
14 17 238 47.16
14 18 252 44.64
14 19 266 42.12
14 20 280 39.6
15 0 0 90
15 1 15 87.3
15 2 30 84.6
15 3 45 81.9
15 4 60 79.2
15 5 75 76.5
15 6 90 73.8
