1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 4.000000000000000000e+00 2.828427124746190291e+00
3.000000000000000000e+00 9.000000000000000000e+00 5.196152422706632024e+00
4.000000000000000000e+00 1.600000000000000000e+01 8.000000000000000000e+00
5.000000000000000000e+00 2.500000000000000000e+01 1.118033988749894903e+01
6.000000000000000000e+00 3.600000000000000000e+01 1.469693845669906906e+01
7.000000000000000000e+00 4.900000000000000000e+01 1.852025917745213590e+01
8.000000000000000000e+00 6.400000000000000000e+01 2.262741699796952233e+01
9.000000000000000000e+00 8.100000000000000000e+01 2.700000000000000000e+01
1.000000000000000000e+01 1.000000000000000000e+02 3.162277660168379256e+01
1.100000000000000000e+01 1.210000000000000000e+02 3.648287269390939969e+01
1.200000000000000000e+01 1.440000000000000000e+02 4.156921938165305619e+01
1.300000000000000000e+01 1.690000000000000000e+02 4.687216658103186262e+01
1.400000000000000000e+01 1.960000000000000000e+02 5.238320341483517950e+01
1.500000000000000000e+01 2.250000000000000000e+02 5.809475019311125266e+01
1.600000000000000000e+01 2.560000000000000000e+02 6.400000000000000000e+01
1.700000000000000000e+01 2.890000000000000000e+02 7.009279563550022374e+01
1.800000000000000000e+01 3.240000000000000000e+02 7.636753236814713830e+01
1.900000000000000000e+01 3.610000000000000000e+02 8.281907992727279577e+01
2.000000000000000000e+01 4.000000000000000000e+02 8.944271909999159220e+01
2.100000000000000000e+01 4.410000000000000000e+02 9.623408959407264263e+01
2.200000000000000000e+01 4.840000000000000000e+02 1.031891467161154452e+02
2.300000000000000000e+01 5.290000000000000000e+02 1.103041250361925449e+02
2.400000000000000000e+01 5.760000000000000000e+02 1.175755076535925525e+02
2.500000000000000000e+01 6.250000000000000000e+02 1.250000000000000000e+02
2.600000000000000000e+01 6.760000000000000000e+02 1.325745073534124003e+02
2.700000000000000000e+01 7.290000000000000000e+02 1.402961154130790646e+02
2.800000000000000000e+01 7.840000000000000000e+02 1.481620734196170872e+02
2.900000000000000000e+01 8.410000000000000000e+02 1.561697794069006306e+02
3.000000000000000000e+01 9.000000000000000000e+02 1.643167672515498339e+02
3.100000000000000000e+01 9.610000000000000000e+02 1.726006952477306697e+02
3.200000000000000000e+01 1.024000000000000000e+03 1.810193359837561786e+02
3.300000000000000000e+01 1.089000000000000000e+03 1.895705673357549585e+02
3.400000000000000000e+01 1.156000000000000000e+03 1.982523644247402217e+02
3.500000000000000000e+01 1.225000000000000000e+03 2.070627924084865583e+02
3.600000000000000000e+01 1.296000000000000000e+03 2.160000000000000000e+02
3.700000000000000000e+01 1.369000000000000000e+03 2.250622136210341182e+02
3.800000000000000000e+01 1.444000000000000000e+03 2.342477321128210974e+02
3.900000000000000000e+01 1.521000000000000000e+03 2.435549219375375287e+02
4.000000000000000000e+01 1.600000000000000000e+03 2.529822128134703405e+02
4.100000000000000000e+01 1.681000000000000000e+03 2.625280937347467898e+02
4.200000000000000000e+01 1.764000000000000000e+03 2.721911093331301572e+02
4.300000000000000000e+01 1.849000000000000000e+03 2.819698565449860439e+02
4.400000000000000000e+01 1.936000000000000000e+03 2.918629815512751975e+02
4.500000000000000000e+01 2.025000000000000000e+03 3.018691769624716130e+02
4.600000000000000000e+01 2.116000000000000000e+03 3.119871792237623254e+02
4.700000000000000000e+01 2.209000000000000000e+03 3.222157662188490690e+02
4.800000000000000000e+01 2.304000000000000000e+03 3.325537550532244495e+02
4.900000000000000000e+01 2.401000000000000000e+03 3.430000000000000000e+02
5.000000000000000000e+01 2.500000000000000000e+03 3.535533905932737753e+02
5.100000000000000000e+01 2.601000000000000000e+03 3.642128498556853629e+02
5.200000000000000000e+01 2.704000000000000000e+03 3.749773326482549010e+02
5.300000000000000000e+01 2.809000000000000000e+03 3.858458241318674595e+02
5.400000000000000000e+01 2.916000000000000000e+03 3.968173383308748612e+02
5.500000000000000000e+01 3.025000000000000000e+03 4.078909167902614854e+02
5.600000000000000000e+01 3.136000000000000000e+03 4.190656273186814360e+02
5.700000000000000000e+01 3.249000000000000000e+03 4.303405628104327434e+02
5.800000000000000000e+01 3.364000000000000000e+03 4.417148401401066735e+02
5.900000000000000000e+01 3.481000000000000000e+03 4.531875991242478676e+02
6.000000000000000000e+01 3.600000000000000000e+03 4.647580015448900213e+02
6.100000000000000000e+01 3.721000000000000000e+03 4.764252302303059423e+02
6.200000000000000000e+01 3.844000000000000000e+03 4.881884881887322649e+02
6.300000000000000000e+01 3.969000000000000000e+03 5.000469977912076160e+02
6.400000000000000000e+01 4.096000000000000000e+03 5.120000000000000000e+02
6.500000000000000000e+01 4.225000000000000000e+03 5.240467536394057788e+02
6.600000000000000000e+01 4.356000000000000000e+03 5.361865347059733722e+02
6.700000000000000000e+01 4.489000000000000000e+03 5.484186357154541156e+02
6.800000000000000000e+01 4.624000000000000000e+03 5.607423650840017899e+02
6.900000000000000000e+01 4.761000000000000000e+03 5.731570465413471993e+02
7.000000000000000000e+01 4.900000000000000000e+03 5.856620185738528335e+02
7.100000000000000000e+01 5.041000000000000000e+03 5.982566338955214178e+02
7.200000000000000000e+01 5.184000000000000000e+03 6.109402589451771064e+02
7.300000000000000000e+01 5.329000000000000000e+03 6.237122734081797262e+02
7.400000000000000000e+01 5.476000000000000000e+03 6.365720697611543528e+02
7.500000000000000000e+01 5.625000000000000000e+03 6.495190528383290030e+02
7.600000000000000000e+01 5.776000000000000000e+03 6.625526394181823662e+02
7.700000000000000000e+01 5.929000000000000000e+03 6.756722578291934269e+02
7.800000000000000000e+01 6.084000000000000000e+03 6.888773475735720240e+02
7.900000000000000000e+01 6.241000000000000000e+03 7.021673589679314773e+02
8.000000000000000000e+01 6.400000000000000000e+03 7.155417527999327376e+02
8.100000000000000000e+01 6.561000000000000000e+03 7.290000000000000000e+02
8.200000000000000000e+01 6.724000000000000000e+03 7.425415813272682044e+02
8.300000000000000000e+01 6.889000000000000000e+03 7.561659870689768468e+02
8.400000000000000000e+01 7.056000000000000000e+03 7.698727167525811410e+02
8.500000000000000000e+01 7.225000000000000000e+03 7.836612788698954546e+02
8.600000000000000000e+01 7.396000000000000000e+03 7.975311906126305530e+02
8.700000000000000000e+01 7.569000000000000000e+03 8.114819776187268872e+02
8.800000000000000000e+01 7.744000000000000000e+03 8.255131737289235616e+02
8.900000000000000000e+01 7.921000000000000000e+03 8.396243207530377504e+02
9.000000000000000000e+01 8.100000000000000000e+03 8.538149682454624099e+02
9.100000000000000000e+01 8.281000000000000000e+03 8.680846732894204933e+02
9.200000000000000000e+01 8.464000000000000000e+03 8.824330002895403595e+02
9.300000000000000000e+01 8.649000000000000000e+03 8.968595207723448084e+02
9.400000000000000000e+01 8.836000000000000000e+03 9.113638131942698237e+02
