1.000000000000000000e+00 9.090909090909090606e-01 1.000000000000000000e+00
2.000000000000000000e+00 1.818181818181818121e+00 6.155722066724581554e-01
3.000000000000000000e+00 2.727272727272727071e+00 4.634630567719698058e-01
4.000000000000000000e+00 3.636363636363636243e+00 3.789291416275995528e-01
5.000000000000000000e+00 4.545454545454544970e+00 3.241313193385524927e-01
6.000000000000000000e+00 5.454545454545454142e+00 2.852949765682842309e-01
7.000000000000000000e+00 6.363636363636363313e+00 2.561128517887139022e-01
8.000000000000000000e+00 7.272727272727272485e+00 2.332582478842018803e-01
9.000000000000000000e+00 8.181818181818181657e+00 2.147980049924181067e-01
1.000000000000000000e+01 9.090909090909089940e+00 1.995262314968879735e-01
1.100000000000000000e+01 1.000000000000000000e+01 1.866487648780767450e-01
1.200000000000000000e+01 1.090909090909090828e+01 1.756196582787059590e-01
1.300000000000000000e+01 1.181818181818181657e+01 1.660502957247369238e-01
1.400000000000000000e+01 1.272727272727272663e+01 1.576559533327548390e-01
1.500000000000000000e+01 1.363636363636363491e+01 1.502228920561770320e-01
1.600000000000000000e+01 1.454545454545454497e+01 1.435872943746293873e-01
1.700000000000000000e+01 1.545454545454545325e+01 1.376213313930265691e-01
1.800000000000000000e+01 1.636363636363636331e+01 1.322236819220244941e-01
1.900000000000000000e+01 1.727272727272726982e+01 1.273129200782940895e-01
2.000000000000000000e+01 1.818181818181817988e+01 1.228228026115790600e-01
2.100000000000000000e+01 1.909090909090908994e+01 1.186988451685837970e-01
2.200000000000000000e+01 2.000000000000000000e+01 1.148957920686865114e-01
2.300000000000000000e+01 2.090909090909090651e+01 1.113757174846005671e-01
2.400000000000000000e+01 2.181818181818181657e+01 1.081065805816860542e-01
2.500000000000000000e+01 2.272727272727272663e+01 1.050611121761507033e-01
2.600000000000000000e+01 2.363636363636363313e+01 1.022159469578905466e-01
2.700000000000000000e+01 2.454545454545454319e+01 9.955093998230692132e-02
2.800000000000000000e+01 2.545454545454545325e+01 9.704862308809399096e-02
2.900000000000000000e+01 2.636363636363635976e+01 9.469376873663722105e-02
3.000000000000000000e+01 2.727272727272726982e+01 9.247303715573938765e-02
3.100000000000000000e+01 2.818181818181817988e+01 9.037468869152207041e-02
3.200000000000000000e+01 2.909090909090908994e+01 8.838834764831846047e-02
3.300000000000000000e+01 2.999999999999999645e+01 8.650480711310612469e-02
3.400000000000000000e+01 3.090909090909090651e+01 8.471586665080700629e-02
3.500000000000000000e+01 3.181818181818181657e+01 8.301419654983499541e-02
3.600000000000000000e+01 3.272727272727272663e+01 8.139322365509783774e-02
3.700000000000000000e+01 3.363636363636363313e+01 7.984703486284699947e-02
3.800000000000000000e+01 3.454545454545453964e+01 7.837029515050980555e-02
3.900000000000000000e+01 3.545454545454545325e+01 7.695817763447612703e-02
4.000000000000000000e+01 3.636363636363635976e+01 7.560630363330547721e-02
4.100000000000000000e+01 3.727272727272726627e+01 7.431069109511179160e-02
4.200000000000000000e+01 3.818181818181817988e+01 7.306771004989758012e-02
4.300000000000000000e+01 3.909090909090908639e+01 7.187404398829543017e-02
4.400000000000000000e+01 4.000000000000000000e+01 7.072665626110127834e-02
4.500000000000000000e+01 4.090909090909090651e+01 6.962276074948146876e-02
4.600000000000000000e+01 4.181818181818181301e+01 6.855979618172385048e-02
4.700000000000000000e+01 4.272727272727272663e+01 6.753540357499275559e-02
4.800000000000000000e+01 4.363636363636363313e+01 6.654740636448240598e-02
4.900000000000000000e+01 4.454545454545453964e+01 6.559379285134774029e-02
5.000000000000000000e+01 4.545454545454545325e+01 6.467270065773575438e-02
5.100000000000000000e+01 4.636363636363635976e+01 6.378240292444034565e-02
5.200000000000000000e+01 4.727272727272726627e+01 6.292129602598361959e-02
5.300000000000000000e+01 4.818181818181817988e+01 6.208788861073945980e-02
5.400000000000000000e+01 4.909090909090908639e+01 6.128079180122611436e-02
5.500000000000000000e+01 4.999999999999999289e+01 6.049871041284229922e-02
5.600000000000000000e+01 5.090909090909090651e+01 5.974043506886168864e-02
5.700000000000000000e+01 5.181818181818181301e+01 5.900483510605167292e-02
5.800000000000000000e+01 5.272727272727271952e+01 5.829085217934320412e-02
5.900000000000000000e+01 5.363636363636363313e+01 5.759749448596083315e-02
6.000000000000000000e+01 5.454545454545453964e+01 5.692383153966270454e-02
6.100000000000000000e+01 5.545454545454545325e+01 5.626898943451619228e-02
6.200000000000000000e+01 5.636363636363635976e+01 5.563214654517668889e-02
6.300000000000000000e+01 5.727272727272726627e+01 5.501252961713461176e-02
6.400000000000000000e+01 5.818181818181817988e+01 5.440941020600777167e-02
6.500000000000000000e+01 5.909090909090908639e+01 5.382210142981578432e-02
6.600000000000000000e+01 5.999999999999999289e+01 5.324995500239009666e-02
6.700000000000000000e+01 6.090909090909090651e+01 5.269235851974175128e-02
6.800000000000000000e+01 6.181818181818181301e+01 5.214873297440697497e-02
6.900000000000000000e+01 6.272727272727271952e+01 5.161853047558430385e-02
7.000000000000000000e+01 6.363636363636363313e+01 5.110123215532309110e-02
7.100000000000000000e+01 6.454545454545454675e+01 5.059634624316845103e-02
7.200000000000000000e+01 6.545454545454545325e+01 5.010340629355349712e-02
7.300000000000000000e+01 6.636363636363635976e+01 4.962196955189025760e-02
7.400000000000000000e+01 6.727272727272726627e+01 4.915161544677542488e-02
7.500000000000000000e+01 6.818181818181817277e+01 4.869194419702162213e-02
7.600000000000000000e+01 6.909090909090907928e+01 4.824257552337116867e-02
7.700000000000000000e+01 7.000000000000000000e+01 4.780314745576538099e-02
7.800000000000000000e+01 7.090909090909090651e+01 4.737331522794548111e-02
7.900000000000000000e+01 7.181818181818181301e+01 4.695275025196403440e-02
8.000000000000000000e+01 7.272727272727271952e+01 4.654113916590174593e-02
8.100000000000000000e+01 7.363636363636362603e+01 4.613818294872287090e-02
8.200000000000000000e+01 7.454545454545453254e+01 4.574359609677335764e-02
8.300000000000000000e+01 7.545454545454545325e+01 4.535710585693647490e-02
8.400000000000000000e+01 7.636363636363635976e+01 4.497845151191880164e-02
8.500000000000000000e+01 7.727272727272726627e+01 4.460738371354985160e-02
8.600000000000000000e+01 7.818181818181817277e+01 4.424366386034834370e-02
8.700000000000000000e+01 7.909090909090907928e+01 4.388706351593987115e-02
8.800000000000000000e+01 8.000000000000000000e+01 4.353736386521053769e-02
8.900000000000000000e+01 8.090909090909090651e+01 4.319435520535065687e-02
9.000000000000000000e+01 8.181818181818181301e+01 4.285783646918691486e-02
9.100000000000000000e+01 8.272727272727271952e+01 4.252761477842166571e-02
9.200000000000000000e+01 8.363636363636362603e+01 4.220350502459772196e-02
9.300000000000000000e+01 8.454545454545453254e+01 4.188532947578799126e-02
9.400000000000000000e+01 8.545454545454545325e+01 4.157291740717330986e-02
9.500000000000000000e+01 8.636363636363635976e+01 4.126610475382115617e-02
9.600000000000000000e+01 8.727272727272726627e+01 4.096473378411322197e-02
9.700000000000000000e+01 8.818181818181817277e+01 4.066865279239342129e-02
9.800000000000000000e+01 8.909090909090907928e+01 4.037771580952023709e-02
9.900000000000000000e+01 8.999999999999998579e+01 4.009178233010980696e-02
